Ensembl.Gene.ID	lrt	qvalue
ENSDARG00000061880	0.0239660000006552	1
ENSDARG00000053771	10.2325119999987	0.08783625
ENSDARG00000018096	15.3918159999957	0.01013313
ENSDARG00000023920	22.5233340000123	0.000876981
ENSDARG00000009693	8.98216400000092	1
ENSDARG00000002656	3.00746200000867	1
ENSDARG00000029234	2.29885599999398	1
ENSDARG00000006383	8.78254600000218	0.1606452
ENSDARG00000057006	0.959914000000026	1
ENSDARG00000061375	21.3679919999995	0.001013627
ENSDARG00000059919	24.4797719999988	0.001001441
ENSDARG00000042712	11.1456460000045	1
ENSDARG00000087613	11.1456460000045	1
ENSDARG00000043601	0.196687999999995	1
ENSDARG00000007045	12.7096100000017	0.03131351
ENSDARG00000045296	0	1
ENSDARG00000067838	6.42568599999868	0.4337496
ENSDARG00000036359	15.5403640000004	0.1279598
ENSDARG00000074264	9.38688000000002	0.1253048
ENSDARG00000078592	9.54762599999958	0.1170283
ENSDARG00000053558	6.09815800000069	0.4975955
ENSDARG00000031345	7.23732999999993	1
ENSDARG00000056087	0	1
ENSDARG00000012039	14.8840739999978	0.01251717
ENSDARG00000063445	1.13898999999947	1
ENSDARG00000073786	-7.60000002628658e-05	1
ENSDARG00000068415	12.7257360000003	0.03110198
ENSDARG00000068893	4.4000000343658e-05	1
ENSDARG00000079771	3.32523800000035	1
ENSDARG00000087047	2.10806400000001	1
ENSDARG00000089246	2.10806400000001	1
ENSDARG00000091327	2.10806400000001	1
ENSDARG00000037342	3.67906199999925	1
ENSDARG00000040740	3.67906199999925	1
ENSDARG00000079042	0	1
ENSDARG00000086185	0	1
ENSDARG00000070049	0	1
ENSDARG00000086767	0	1
ENSDARG00000041007	0	1
ENSDARG00000070661	0	1
ENSDARG00000068915	0	1
ENSDARG00000074797	0.103557999998884	1
ENSDARG00000075611	0.103557999998884	1
ENSDARG00000009793	2.05529399999796	1
ENSDARG00000074892	0	1
ENSDARG00000041944	3.10381199999938	1
ENSDARG00000025467	3.6072860000022	1
ENSDARG00000041113	25.6603920000016	0.0008212323
ENSDARG00000051855	-2.20000074477866e-05	1
ENSDARG00000069157	5.19258400000035	1
ENSDARG00000056914	3.08759999999893	1
ENSDARG00000038556	0	1
ENSDARG00000074301	-2.00000067707151e-06	1
ENSDARG00000032206	-2.00000067707151e-06	1
ENSDARG00000030897	0	1
ENSDARG00000068215	0	1
ENSDARG00000030573	20.7112220000017	0.008980176
ENSDARG00000063663	7.46426599999904	0.278893
ENSDARG00000089981	0.404857999999876	1
ENSDARG00000078456	-1.99999885808211e-06	1
ENSDARG00000010563	1.55654199999844	1
ENSDARG00000076798	-2.00000067707151e-06	1
ENSDARG00000077926	-0.255089999998745	1
ENSDARG00000004958	1.48244400000112	1
ENSDARG00000031116	3.74747000000025	1
ENSDARG00000088841	3.74747000000025	1
ENSDARG00000005172	-96.7909499999996	1
ENSDARG00000069790	96.7909499999996	1
ENSDARG00000021885	-0.611682000000656	1
ENSDARG00000045486	0.974774000000252	1
ENSDARG00000006729	8.98939400000017	0.1473318
ENSDARG00000014013	3.5419980000006	1
ENSDARG00000032816	47.1299560000007	0.0008212323
ENSDARG00000015564	9.09494599999744	1
ENSDARG00000038423	0.0336979999992764	1
ENSDARG00000078045	0.0336979999992764	1
ENSDARG00000025559	5.20500599999832	1
ENSDARG00000037423	2.00000067707151e-06	1
ENSDARG00000069027	0.717405999999755	1
ENSDARG00000060951	31.591631999996	0.0008212323
ENSDARG00000062361	6.23164600000018	1
ENSDARG00000061506	3.09567400000014	1
ENSDARG00000060025	1.65119599999889	1
ENSDARG00000078186	15.3756859999994	1
ENSDARG00000040190	19.1016820000004	1
ENSDARG00000070849	4.32185600000048	1
ENSDARG00000063573	6.87485400000151	1
ENSDARG00000042261	17.8435959999915	0.003538152
ENSDARG00000036990	0.000168000000485335	1
