Ensembl.Gene.ID	lrt	qvalue
FBgn0014380	0	0.9806856
FBgn0039532	3.99999998990097e-06	0.9806856
FBgn0014011	-3.39999996867846e-05	0.9806856
FBgn0010333	0	0.9806856
FBgn0010341	2.00000022232416e-06	0.9806856
FBgn0014020	5.40000000910368e-05	0.9806856
FBgn0036980	0	0.9806856
FBgn0262871	6.85815399999956	0.9806856
FBgn0030228	0	0.9806856
FBgn0039140	21.3071760000003	0.9806856
FBgn0037326	-1.99999976757681e-06	0.9806856
FBgn0262743	3.32088400000066	0.9806856
FBgn0024921	0	0.9806856
FBgn0035693	0	0.9806856
FBgn0000115	0	0.9806856
FBgn0035866	0	0.9806856
FBgn0038916	0	0.9806856
FBgn0013750	1.05397399999993	0.9806856
FBgn0036107	0	0.9806856
FBgn0034543	0	0.9806856
FBgn0033194	36.3027080000029	0.002759155
FBgn0052113	0	0.9806856
FBgn0038471	1.85789199999999	0.9806856
FBgn0038861	0	0.9806856
FBgn0038737	0.566257999999834	0.9806856
FBgn0030720	7.0767960000012	0.9806856
FBgn0030792	0	0.9806856
FBgn0004908	3.09425800000008	0.9806856
FBgn0038915	1.22177600000032	0.9806856
FBgn0034446	0	0.9806856
FBgn0030088	1.11676400000033	0.9806856
FBgn0037551	0	0.9806856
FBgn0030375	-1.99999976757681e-06	0.9806856
FBgn0085383	0	0.9806856
FBgn0261619	0	0.9806856
FBgn0035016	0.165952000000289	0.9806856
FBgn0015818	0	0.9806856
FBgn0038345	3.22907399999986	0.9806856
FBgn0264270	0	0.9806856
FBgn0024987	0	0.9806856
FBgn0010263	0	0.9806856
FBgn0086675	0.000108000000182074	0.9806856
FBgn0260400	1.10170400000061	0.9806856
FBgn0052423	1.99999885808211e-06	0.9806856
FBgn0052138	0	0.9806856
FBgn0025641	4.76411199999711	0.9806856
FBgn0053556	-2.00000067707151e-06	0.9806856
FBgn0011202	1.71734400000059	0.9806856
FBgn0261259	0	0.9806856
FBgn0000256	0.627252000002045	0.9806856
FBgn0027841	-0.14621199999965	0.9806856
FBgn0264491	0.000129999999444408	0.9806856
FBgn0022987	0	0.9806856
FBgn0022986	1.99999885808211e-06	0.9806856
FBgn0022985	0	0.9806856
FBgn0034659	-7.20000007277122e-05	0.9806856
FBgn0034740	-7.20000007277122e-05	0.9806856
FBgn0022984	-7.20000007277122e-05	0.9806856
FBgn0034731	0	0.9806856
FBgn0028577	7.29797399999916	0.9806856
FBgn0034834	0.807125999999698	0.9806856
FBgn0005411	0	0.9806856
FBgn0031883	0	0.9806856
FBgn0036592	0	0.9806856
